"","TICKER","gvkey","public_date","bm","ptb","GProf","npm","capital_ratio","totdebt_invcap","cash_lt","short_debt","debt_assets","de_ratio","sale_equity","sale_invcap"
"3546","FFIN","029101",2017-11-30,0.305,3.466,0.046,0.335,0.035,0.425,0.043,0.919,0.874,6.933,0.379,0.366
"3547","FFIN","029101",2011-04-30,0.425,2.564,0.047,0.293,0,0.404,0.11,1,0.883,7.55,0.451,0.451
"3548","FFIN","029101",2010-04-30,0.385,2.562,0.051,0.276,0,0.351,0.112,1,0.873,6.889,0.469,0.469
"3549","FFIN","029101",2011-06-30,0.427,2.356,0.051,0.298,0,0.398,0.099,1,0.876,7.084,0.459,0.459
"3550","FFIN","029101",2011-07-31,0.427,2.204,0.051,0.298,0,0.398,0.099,1,0.876,7.084,0.459,0.459
"3551","FFIN","029101",2011-08-31,0.444,1.949,0.051,0.306,0,0.406,0.101,1,0.877,7.154,0.453,0.453
"3552","FFIN","029101",2010-08-31,0.433,2.161,0.051,0.279,0,0.389,0.088,1,0.871,6.737,0.463,0.463
"3553","FFIN","029101",2017-05-31,0.327,2.944,0.045,0.331,0.021,0.535,0.042,0.96,0.873,6.881,0.372,0.364
"3554","FFIN","029101",2017-06-30,0.327,3.378,0.045,0.331,0.021,0.535,0.042,0.96,0.873,6.881,0.372,0.364
"3555","FFIN","029101",2017-07-31,0.327,3.33,0.045,0.331,0.021,0.535,0.042,0.96,0.873,6.881,0.372,0.364
"3556","FFIN","029101",2017-08-31,0.306,2.986,0.045,0.33,0.035,0.475,0.042,0.926,0.874,6.929,0.376,0.363
"3557","FFIN","029101",2017-09-30,0.306,3.348,0.045,0.33,0.035,0.475,0.042,0.926,0.874,6.929,0.376,0.363
"3558","FFIN","029101",2017-10-31,0.306,3.407,0.045,0.33,0.035,0.475,0.042,0.926,0.874,6.929,0.376,0.363
"3559","FFIN","029101",2018-12-31,0.251,3.898,0.048,0.393,0.015,0.392,0.041,0.961,0.871,6.764,0.39,0.384
"3560","FFIN","029101",2019-01-31,0.251,4.129,0.048,0.393,0.015,0.392,0.041,0.961,0.871,6.764,0.39,0.384
"3561","FFIN","029101",2019-02-28,0.272,4.133,0.048,0.383,0,0.445,0.037,1,0.864,6.341,0.374,0.374
"3562","FFIN","029101",2019-03-31,0.272,3.684,0.048,0.383,0,0.445,0.037,1,0.864,6.341,0.374,0.374
"3563","FFIN","029101",2019-04-30,0.272,3.95,0.048,0.383,0,0.445,0.037,1,0.864,6.341,0.374,0.374
"3564","FFIN","029101",2019-05-31,0.284,3.471,0.048,0.385,0.014,0.402,0.042,0.964,0.866,6.468,0.388,0.382
"3565","FFIN","029101",2019-06-30,0.284,3.75,0.048,0.385,0.014,0.402,0.042,0.964,0.866,6.468,0.388,0.382
"3566","FFIN","029101",2019-07-31,0.284,4.016,0.048,0.385,0.014,0.402,0.042,0.964,0.866,6.468,0.388,0.382
"3567","FFIN","029101",2019-08-31,0.28,3.57,0.049,0.386,0,0.369,0.043,1,0.862,6.227,0.381,0.381
"3568","FFIN","029101",2019-09-30,0.28,3.86,0.049,0.386,0,0.369,0.043,1,0.862,6.227,0.381,0.381
"3569","FFIN","029101",2019-10-31,0.28,3.881,0.049,0.386,0,0.369,0.043,1,0.862,6.227,0.381,0.381
"3570","FFIN","029101",2019-11-30,0.268,3.897,0.049,0.386,0.008,0.353,0.043,0.978,0.857,6.012,0.37,0.367
"3571","FFIN","029101",2019-12-31,0.268,3.931,0.049,0.386,0.008,0.353,0.043,0.978,0.857,6.012,0.37,0.367
"3572","FFIN","029101",2020-01-31,0.268,3.754,0.049,0.386,0.008,0.353,0.043,0.978,0.857,6.012,0.37,0.367
"3573","FFIN","029101",2020-02-29,0.263,3.276,0.048,0.385,0,0.311,0.04,1,0.851,5.733,0.348,0.348
"3574","FFIN","029101",2020-03-31,0.263,3.041,0.048,0.385,0,0.311,0.04,1,0.851,5.733,0.348,0.348
"3575","FFIN","029101",2020-04-30,0.263,3.17,0.048,0.385,0,0.311,0.04,1,0.851,5.733,0.348,0.348
"3576","FFIN","029101",2020-05-31,0.402,2.852,0.047,0.37,0.086,0.357,0.038,0.76,0.85,5.647,0.346,0.316
"3577","FFIN","029101",2020-06-30,0.402,2.671,0.047,0.37,0.086,0.357,0.038,0.76,0.85,5.647,0.346,0.316
"3578","FFIN","029101",2020-07-31,0.402,2.766,0.047,0.37,0.086,0.357,0.038,0.76,0.85,5.647,0.346,0.316
"3579","FFIN","029101",2020-08-31,0.388,2.7,0.046,0.377,0.08,0.347,0.038,0.77,0.848,5.572,0.335,0.309
"3580","FFIN","029101",2020-09-30,0.388,2.49,0.046,0.377,0.08,0.347,0.038,0.77,0.848,5.572,0.335,0.309
"3581","FFIN","029101",2020-10-31,0.388,2.66,0.046,0.377,0.08,0.347,0.038,0.77,0.848,5.572,0.335,0.309
"3582","FFIN","029101",2010-10-31,0.433,2.268,0.051,0.279,0,0.389,0.088,1,0.871,6.737,0.463,0.463
"3583","FFIN","029101",2010-11-30,0.464,2.237,0.051,0.283,0,0.391,0.101,1,0.872,6.793,0.455,0.455
"3584","FFIN","029101",2021-01-31,0.411,3.303,0.045,0.381,0.074,0.341,0.036,0.783,0.847,5.527,0.326,0.302
"3585","FFIN","029101",2021-02-28,0.337,3.691,0.043,0.401,0,0.256,0.079,1,0.846,5.498,0.3,0.3
"3586","FFIN","029101",2021-03-31,0.337,3.838,0.043,0.401,0,0.256,0.079,1,0.846,5.498,0.3,0.3
"3587","FFIN","029101",2021-04-30,0.337,4.058,0.043,0.401,0,0.256,0.079,1,0.846,5.498,0.3,0.3
"3588","FFIN","029101",2021-05-31,0.252,4.302,0.045,0.432,0.005,0.294,0.065,0.984,0.851,5.709,0.313,0.312
"3589","FFIN","029101",2021-06-30,0.252,4.172,0.045,0.432,0.005,0.294,0.065,0.984,0.851,5.709,0.313,0.312
"3590","FFIN","029101",2021-07-31,0.252,4.147,0.045,0.432,0.005,0.294,0.065,0.984,0.851,5.709,0.313,0.312
"3591","FFIN","029101",2021-08-31,0.248,3.915,0.044,0.44,0.004,0.303,0.074,0.985,0.854,5.868,0.306,0.304
"3592","FFIN","029101",2021-09-30,0.248,3.78,0.044,0.44,0.004,0.303,0.074,0.985,0.854,5.868,0.306,0.304
"3593","FFIN","029101",2011-09-30,0.444,1.708,0.051,0.306,0,0.406,0.101,1,0.877,7.154,0.453,0.453
"3594","FFIN","029101",2011-10-31,0.444,2.074,0.051,0.306,0,0.406,0.101,1,0.877,7.154,0.453,0.453
"3595","FFIN","029101",2011-11-30,0.612,2.079,0.05,0.315,0,0.397,0.095,1,0.878,7.204,0.45,0.45
"3596","FFIN","029101",2011-12-31,0.612,2.089,0.05,0.315,0,0.397,0.095,1,0.878,7.204,0.45,0.45
"3597","FFIN","029101",2012-01-31,0.612,2.13,0.05,0.315,0,0.397,0.095,1,0.878,7.204,0.45,0.45
"3598","FFIN","029101",2012-02-29,0.514,2.01,0.048,0.323,0,0.409,0.086,1,0.877,7.103,0.416,0.416
"3599","FFIN","029101",2012-03-31,0.514,2.05,0.048,0.323,0,0.409,0.086,1,0.877,7.103,0.416,0.416
"3600","FFIN","029101",2012-04-30,0.514,1.97,0.048,0.323,0,0.409,0.086,1,0.877,7.103,0.416,0.416
"3601","FFIN","029101",2012-05-31,0.47,1.952,0.049,0.329,0,0.409,0.085,1,0.876,7.052,0.423,0.423
"3602","FFIN","029101",2012-06-30,0.47,2.087,0.049,0.329,0,0.409,0.085,1,0.876,7.052,0.423,0.423
"3603","FFIN","029101",2012-07-31,0.47,2.101,0.049,0.329,0,0.409,0.085,1,0.876,7.052,0.423,0.423
"3604","FFIN","029101",2012-08-31,0.495,2.049,0.049,0.336,0,0.426,0.078,1,0.876,7.05,0.414,0.414
"3605","FFIN","029101",2012-09-30,0.495,2.106,0.049,0.336,0,0.426,0.078,1,0.876,7.05,0.414,0.414
"3606","FFIN","029101",2012-10-31,0.495,2.135,0.049,0.336,0,0.426,0.078,1,0.876,7.05,0.414,0.414
"3607","FFIN","029101",2022-12-31,0.191,4.305,0.039,0.424,0.015,0.513,0.042,0.972,0.892,8.245,0.382,0.377
"3608","FFIN","029101",2012-12-31,0.489,2.215,0.048,0.341,0,0.451,0.073,1,0.876,7.034,0.408,0.408
"3609","FFIN","029101",2013-01-31,0.489,2.332,0.048,0.341,0,0.451,0.073,1,0.876,7.034,0.408,0.408
"3610","FFIN","029101",2013-02-28,0.483,2.388,0.046,0.342,0,0.466,0.104,1,0.876,7.083,0.39,0.39
"3611","FFIN","029101",2013-03-31,0.483,2.581,0.046,0.342,0,0.466,0.104,1,0.876,7.083,0.39,0.39
"3612","FFIN","029101",2013-04-30,0.483,2.648,0.046,0.342,0,0.466,0.104,1,0.876,7.083,0.39,0.39
"3613","FFIN","029101",2013-05-31,0.372,3.074,0.048,0.345,0,0.467,0.07,1,0.874,6.962,0.394,0.394
"3614","FFIN","029101",2013-06-30,0.372,3.127,0.048,0.345,0,0.467,0.07,1,0.874,6.962,0.394,0.394
"3615","FFIN","029101",2013-07-31,0.372,3.493,0.048,0.345,0,0.467,0.07,1,0.874,6.962,0.394,0.394
"3616","FFIN","029101",2013-08-31,0.326,3.192,0.047,0.344,0,0.538,0.065,1,0.877,7.122,0.395,0.395
"3617","FFIN","029101",2013-09-30,0.326,3.24,0.047,0.344,0,0.538,0.065,1,0.877,7.122,0.395,0.395
"3618","FFIN","029101",2013-10-31,0.326,3.416,0.047,0.344,0,0.538,0.065,1,0.877,7.122,0.395,0.395
"3619","FFIN","029101",2013-11-30,0.305,3.736,0.047,0.331,0,0.627,0.063,1,0.881,7.395,0.405,0.405
"3620","FFIN","029101",2013-12-31,0.305,3.691,0.047,0.331,0,0.627,0.063,1,0.881,7.395,0.405,0.405
"3621","FFIN","029101",2014-01-31,0.305,3.415,0.047,0.331,0,0.627,0.063,1,0.881,7.395,0.405,0.405
"3622","FFIN","029101",2014-02-28,0.285,3.239,0.044,0.331,0,0.789,0.053,1,0.887,7.887,0.406,0.406
"3623","FFIN","029101",2014-03-31,0.285,3.282,0.044,0.331,0,0.789,0.053,1,0.887,7.887,0.406,0.406
"3624","FFIN","029101",2014-04-30,0.285,3.163,0.044,0.331,0,0.789,0.053,1,0.887,7.887,0.406,0.406
"3625","FFIN","029101",2014-05-31,0.314,3.089,0.047,0.331,0,0.743,0.05,1,0.886,7.756,0.425,0.425
"3626","FFIN","029101",2014-06-30,0.314,3.232,0.047,0.331,0,0.743,0.05,1,0.886,7.756,0.425,0.425
"3627","FFIN","029101",2014-07-31,0.314,3.052,0.047,0.331,0,0.743,0.05,1,0.886,7.756,0.425,0.425
"3628","FFIN","029101",2014-08-31,0.321,2.941,0.047,0.328,0,0.725,0.052,1,0.885,7.715,0.426,0.426
"3629","FFIN","029101",2014-09-30,0.321,2.759,0.047,0.328,0,0.725,0.052,1,0.885,7.715,0.426,0.426
"3630","FFIN","029101",2014-10-31,0.321,3.155,0.047,0.328,0,0.725,0.052,1,0.885,7.715,0.426,0.426
"3631","FFIN","029101",2014-11-30,0.373,2.934,0.047,0.339,0,0.649,0.051,1,0.884,7.6,0.416,0.416
"3632","FFIN","029101",2014-12-31,0.373,2.907,0.047,0.339,0,0.649,0.051,1,0.884,7.6,0.416,0.416
"3633","FFIN","029101",2015-01-31,0.373,2.403,0.047,0.339,0,0.649,0.051,1,0.884,7.6,0.416,0.416
"3634","FFIN","029101",2015-02-28,0.374,2.37,0.044,0.338,0,0.539,0.052,1,0.883,7.581,0.389,0.389
"3635","FFIN","029101",2015-03-31,0.374,2.474,0.044,0.338,0,0.539,0.052,1,0.883,7.581,0.389,0.389
"3636","FFIN","029101",2015-04-30,0.374,2.592,0.044,0.338,0,0.539,0.052,1,0.883,7.581,0.389,0.389
"3637","FFIN","029101",2015-05-31,0.402,2.736,0.045,0.34,0,0.575,0.048,1,0.883,7.522,0.4,0.4
"3638","FFIN","029101",2015-06-30,0.402,3.121,0.045,0.34,0,0.575,0.048,1,0.883,7.522,0.4,0.4
"3639","FFIN","029101",2015-07-31,0.402,3.061,0.045,0.34,0,0.575,0.048,1,0.883,7.522,0.4,0.4
"3640","FFIN","029101",2015-08-31,0.318,2.85,0.045,0.347,0,0.63,0.042,1,0.883,7.576,0.4,0.4
"3641","FFIN","029101",2015-09-30,0.318,2.965,0.045,0.347,0,0.63,0.042,1,0.883,7.576,0.4,0.4
"3642","FFIN","029101",2015-10-31,0.318,3.129,0.045,0.347,0,0.63,0.042,1,0.883,7.576,0.4,0.4
"3643","FFIN","029101",2015-11-30,0.381,2.991,0.045,0.343,0,0.656,0.036,1,0.882,7.489,0.396,0.396
"3644","FFIN","029101",2015-12-31,0.381,2.494,0.045,0.343,0,0.656,0.036,1,0.882,7.489,0.396,0.396
"3645","FFIN","029101",2016-01-31,0.381,2.159,0.045,0.343,0,0.656,0.036,1,0.882,7.489,0.396,0.396
"3646","FFIN","029101",2016-02-29,0.422,2.089,0.042,0.34,0.12,0.673,0.047,0.821,0.879,7.28,0.367,0.322
"3647","FFIN","029101",2016-03-31,0.422,2.323,0.042,0.34,0.12,0.673,0.047,0.821,0.879,7.28,0.367,0.322
"3648","FFIN","029101",2016-04-30,0.422,2.542,0.042,0.34,0.12,0.673,0.047,0.821,0.879,7.28,0.367,0.322
"3649","FFIN","029101",2016-05-31,0.433,2.64,0.045,0.334,0.034,0.697,0.034,0.951,0.878,7.216,0.389,0.376
"3650","FFIN","029101",2016-06-30,0.433,2.563,0.045,0.334,0.034,0.697,0.034,0.951,0.878,7.216,0.389,0.376
"3651","FFIN","029101",2016-07-31,0.433,2.692,0.045,0.334,0.034,0.697,0.034,0.951,0.878,7.216,0.389,0.376
"3652","FFIN","029101",2016-08-31,0.403,2.793,0.045,0.331,0.032,0.644,0.035,0.95,0.874,6.957,0.38,0.367
"3653","FFIN","029101",2016-09-30,0.403,2.758,0.045,0.331,0.032,0.644,0.035,0.95,0.874,6.957,0.38,0.367
"3654","FFIN","029101",2016-10-31,0.403,2.761,0.045,0.331,0.032,0.644,0.035,0.95,0.874,6.957,0.38,0.367
"3655","FFIN","029101",2016-11-30,0.363,3.277,0.045,0.327,0.032,0.634,0.041,0.95,0.873,6.843,0.374,0.362
"3656","FFIN","029101",2016-12-31,0.363,3.416,0.045,0.327,0.032,0.634,0.041,0.95,0.873,6.843,0.374,0.362
"3657","FFIN","029101",2017-01-31,0.363,3.223,0.045,0.327,0.032,0.634,0.041,0.95,0.873,6.843,0.374,0.362
"3658","FFIN","029101",2017-02-28,0.288,3.413,0.044,0.33,0.082,0.488,0.043,0.832,0.877,7.128,0.379,0.348
"3659","FFIN","029101",2017-03-31,0.288,3.087,0.044,0.33,0.082,0.488,0.043,0.832,0.877,7.128,0.379,0.348
"3660","FFIN","029101",2017-04-30,0.288,3.076,0.044,0.33,0.082,0.488,0.043,0.832,0.877,7.128,0.379,0.348
"3661","FFIN","029101",2018-04-30,0.315,3.559,0.044,0.357,0,0.359,0.059,1,0.873,6.862,0.365,0.365
"3662","FFIN","029101",2018-05-31,0.312,3.668,0.046,0.366,0.013,0.384,0.045,0.965,0.872,6.806,0.38,0.375
"3663","FFIN","029101",2018-06-30,0.312,3.526,0.046,0.366,0.013,0.384,0.045,0.965,0.872,6.806,0.38,0.375
"3664","FFIN","029101",2020-11-30,0.411,2.933,0.045,0.381,0.074,0.341,0.036,0.783,0.847,5.527,0.326,0.302
"3665","FFIN","029101",2020-12-31,0.411,3.155,0.045,0.381,0.074,0.341,0.036,0.783,0.847,5.527,0.326,0.302
"3666","FFIN","029101",2018-09-30,0.288,4.031,0.047,0.379,0.016,0.393,0.047,0.96,0.872,6.799,0.384,0.378
"3667","FFIN","029101",2018-10-31,0.288,4.053,0.047,0.379,0.016,0.393,0.047,0.96,0.872,6.799,0.384,0.378
"3668","FFIN","029101",2018-11-30,0.251,4.456,0.048,0.393,0.015,0.392,0.041,0.961,0.871,6.764,0.39,0.384
"3669","FFIN","029101",2022-06-30,0.238,3.73,0.04,0.432,0.006,0.39,0.057,0.984,0.869,6.653,0.313,0.311
"3670","FFIN","029101",2017-12-31,0.305,3.268,0.046,0.335,0.035,0.425,0.043,0.919,0.874,6.933,0.379,0.366
"3671","FFIN","029101",2018-01-31,0.305,3.37,0.046,0.335,0.035,0.425,0.043,0.919,0.874,6.933,0.379,0.366
"3672","FFIN","029101",2018-02-28,0.315,3.327,0.044,0.357,0,0.359,0.059,1,0.873,6.862,0.365,0.365
"3673","FFIN","029101",2018-03-31,0.315,3.326,0.044,0.357,0,0.359,0.059,1,0.873,6.862,0.365,0.365
"3674","FFIN","029101",2022-11-30,0.191,4.653,0.039,0.424,0.015,0.513,0.042,0.972,0.892,8.245,0.382,0.377
"3675","FFIN","029101",2021-10-31,0.248,4.173,0.044,0.44,0.004,0.303,0.074,0.985,0.854,5.868,0.306,0.304
"3676","FFIN","029101",2021-11-30,0.267,4.102,0.043,0.447,0,0.32,0.078,1,0.858,6.043,0.304,0.304
"3677","FFIN","029101",2018-07-31,0.312,3.949,0.046,0.366,0.013,0.384,0.045,0.965,0.872,6.806,0.38,0.375
"3678","FFIN","029101",2018-08-31,0.288,4.147,0.047,0.379,0.016,0.393,0.047,0.96,0.872,6.799,0.384,0.378
"3679","FFIN","029101",2022-02-28,0.248,3.825,0.039,0.439,0.012,0.377,0.047,0.969,0.866,6.448,0.295,0.291
"3680","FFIN","029101",2022-03-31,0.248,3.501,0.039,0.439,0.012,0.377,0.047,0.969,0.866,6.448,0.295,0.291
"3681","FFIN","029101",2022-04-30,0.248,3.172,0.039,0.439,0.012,0.377,0.047,0.969,0.866,6.448,0.295,0.291
"3682","FFIN","029101",2022-05-31,0.238,3.953,0.04,0.432,0.006,0.39,0.057,0.984,0.869,6.653,0.313,0.311
"3683","FFIN","029101",2022-07-31,0.238,4.197,0.04,0.432,0.006,0.39,0.057,0.984,0.869,6.653,0.313,0.311
"3684","FFIN","029101",2022-08-31,0.239,4.559,0.04,0.43,0.01,0.447,0.047,0.978,0.879,7.275,0.34,0.337
"3685","FFIN","029101",2022-09-30,0.239,4.46,0.04,0.43,0.01,0.447,0.047,0.978,0.879,7.275,0.34,0.337
"3686","FFIN","029101",2022-10-31,0.239,4.104,0.04,0.43,0.01,0.447,0.047,0.978,0.879,7.275,0.34,0.337
"3687","FFIN","029101",2022-01-31,0.267,3.838,0.043,0.447,0,0.32,0.078,1,0.858,6.043,0.304,0.304
"3688","FFIN","029101",2021-12-31,0.267,4.152,0.043,0.447,0,0.32,0.078,1,0.858,6.043,0.304,0.304
"3689","FFIN","029101",2011-05-31,0.427,2.428,0.051,0.298,0,0.398,0.099,1,0.876,7.084,0.459,0.459
"3690","FHN","004737",2010-01-31,0.788,1.261,0.037,-0.108,0.518,1.321,0.062,0.625,0.882,8.18,0.759,0.35
"3691","FHN","004737",2010-09-30,0.834,1.215,0.048,-0.036,0.492,1.005,0.055,0.534,0.874,7.592,0.639,0.309
"3692","FHN","004737",2010-03-31,0.743,1.415,0.043,-0.115,0.477,1.08,0.064,0.58,0.873,7.57,0.74,0.368
"3693","FHN","004737",2011-01-31,0.828,1.356,0.052,-0.006,0.488,0.952,0.056,0.512,0.873,7.547,0.618,0.301
"3694","FHN","004737",2010-02-28,0.743,1.287,0.043,-0.115,0.477,1.08,0.064,0.58,0.873,7.57,0.74,0.368
"3695","FHN","004737",2011-03-31,0.768,1.24,0.057,0.031,0.529,1.031,0.058,0.515,0.892,9.241,0.763,0.34
"3696","FHN","004737",2010-12-31,0.828,1.396,0.052,-0.006,0.488,0.952,0.056,0.512,0.873,7.547,0.618,0.301
"3697","FHN","004737",2011-05-31,0.794,1.18,0.057,0.061,0.504,0.943,0.055,0.493,0.882,8.281,0.652,0.306
"3698","FHN","004737",2011-02-28,0.768,1.271,0.057,0.031,0.529,1.031,0.058,0.515,0.892,9.241,0.763,0.34
"3699","FHN","004737",2010-06-30,0.685,1.204,0.042,-0.098,0.497,1.088,0.057,0.565,0.876,7.722,0.659,0.316
"3700","FHN","004737",2011-04-30,0.768,1.21,0.057,0.031,0.529,1.031,0.058,0.515,0.892,9.241,0.763,0.34
"3701","FHN","004737",2010-08-31,0.834,1.056,0.048,-0.036,0.492,1.005,0.055,0.534,0.874,7.592,0.639,0.309
"3702","FHN","004737",2011-10-31,0.949,0.772,0.058,0.062,0.509,0.942,0.055,0.489,0.886,8.717,0.664,0.308
"3703","FHN","004737",2010-10-31,0.834,1.075,0.048,-0.036,0.492,1.005,0.055,0.534,0.874,7.592,0.639,0.309
"3704","FHN","004737",2010-07-31,0.685,1.208,0.042,-0.098,0.497,1.088,0.057,0.565,0.876,7.722,0.659,0.316
"3705","FHN","004737",2012-01-31,1.558,0.918,0.057,0.064,0.516,0.971,0.057,0.498,0.892,9.31,0.687,0.314
"3706","FHN","004737",2012-02-29,1.16,1.009,0.058,0.076,0.509,0.879,0.058,0.454,0.892,9.251,0.675,0.312
"3707","FHN","004737",2012-03-31,1.16,1.107,0.058,0.076,0.509,0.879,0.058,0.454,0.892,9.251,0.675,0.312
"3708","FHN","004737",2012-04-30,1.16,0.971,0.058,0.076,0.509,0.879,0.058,0.454,0.892,9.251,0.675,0.312
"3709","FHN","004737",2012-05-31,0.907,0.901,0.057,0.071,0.506,0.912,0.062,0.477,0.893,9.405,0.674,0.314
"3710","FHN","004737",2012-06-30,0.907,0.919,0.057,0.071,0.506,0.912,0.062,0.477,0.893,9.405,0.674,0.314
"3711","FHN","004737",2011-06-30,0.794,1.071,0.057,0.061,0.504,0.943,0.055,0.493,0.882,8.281,0.652,0.306
"3712","FHN","004737",2011-07-31,0.794,1.011,0.057,0.061,0.504,0.943,0.055,0.493,0.882,8.281,0.652,0.306
"3713","FHN","004737",2011-08-31,0.949,0.778,0.058,0.062,0.509,0.942,0.055,0.489,0.886,8.717,0.664,0.308
"3714","FHN","004737",2011-09-30,0.949,0.659,0.058,0.062,0.509,0.942,0.055,0.489,0.886,8.717,0.664,0.308
"3715","FHN","004737",2012-11-30,0.94,1.045,0.052,-0.022,0.504,0.958,0.062,0.505,0.898,9.897,0.659,0.307
"3716","FHN","004737",2011-11-30,1.558,0.829,0.057,0.064,0.516,0.971,0.057,0.498,0.892,9.31,0.687,0.314
"3717","FHN","004737",2011-12-31,1.558,0.861,0.057,0.064,0.516,0.971,0.057,0.498,0.892,9.31,0.687,0.314
"3718","FHN","004737",2013-02-28,0.917,1.169,0.05,-0.019,0.459,1.043,0.063,0.59,0.902,10.393,0.665,0.336
"3719","FHN","004737",2013-03-31,0.917,1.166,0.05,-0.019,0.459,1.043,0.063,0.59,0.902,10.393,0.665,0.336
"3720","FHN","004737",2013-04-30,0.917,1.133,0.05,-0.019,0.459,1.043,0.063,0.59,0.902,10.393,0.665,0.336
"3721","FHN","004737",2013-05-31,0.857,1.254,0.048,-0.012,0.49,1.006,0.061,0.543,0.9,10.225,0.629,0.301
"3722","FHN","004737",2013-06-30,0.857,1.223,0.048,-0.012,0.49,1.006,0.061,0.543,0.9,10.225,0.629,0.301
"3723","FHN","004737",2013-07-31,0.857,1.343,0.048,-0.012,0.49,1.006,0.061,0.543,0.9,10.225,0.629,0.301
"3724","FHN","004737",2010-04-30,0.743,1.446,0.043,-0.115,0.477,1.08,0.064,0.58,0.873,7.57,0.74,0.368
"3725","FHN","004737",2010-05-31,0.685,1.293,0.042,-0.098,0.497,1.088,0.057,0.565,0.876,7.722,0.659,0.316
"3726","FHN","004737",2013-10-31,0.8,1.168,0.047,0.109,0.475,0.958,0.062,0.536,0.9,10.145,0.611,0.3
"3727","FHN","004737",2013-11-30,0.786,1.297,0.048,0.014,0.462,0.913,0.061,0.528,0.899,10.096,0.604,0.303
"3728","FHN","004737",2013-12-31,0.786,1.348,0.048,0.014,0.462,0.913,0.061,0.528,0.899,10.096,0.604,0.303
"3729","FHN","004737",2014-01-31,0.786,1.361,0.048,0.014,0.462,0.913,0.061,0.528,0.899,10.096,0.604,0.303
"3730","FHN","004737",2014-02-28,0.766,1.341,0.049,0.022,0.441,0.803,0.073,0.489,0.895,9.654,0.597,0.31
"3731","FHN","004737",2010-11-30,0.828,1.013,0.052,-0.006,0.488,0.952,0.056,0.512,0.873,7.547,0.618,0.301
"3732","FHN","004737",2014-04-30,0.766,1.289,0.049,0.022,0.441,0.803,0.073,0.489,0.895,9.654,0.597,0.31
"3733","FHN","004737",2014-05-31,0.737,1.259,0.048,0.027,0.435,0.834,0.068,0.515,0.897,9.842,0.587,0.308
"3734","FHN","004737",2014-06-30,0.737,1.303,0.048,0.027,0.435,0.834,0.068,0.515,0.897,9.842,0.587,0.308
"3735","FHN","004737",2014-07-31,0.737,1.297,0.048,0.027,0.435,0.834,0.068,0.515,0.897,9.842,0.587,0.308
"3736","FHN","004737",2014-08-31,0.795,1.29,0.048,0.056,0.422,0.856,0.068,0.542,0.895,9.643,0.572,0.307
"3737","FHN","004737",2014-09-30,0.795,1.303,0.048,0.056,0.422,0.856,0.068,0.542,0.895,9.643,0.572,0.307
"3738","FHN","004737",2014-10-31,0.795,1.354,0.048,0.056,0.422,0.856,0.068,0.542,0.895,9.643,0.572,0.307
"3739","FHN","004737",2014-11-30,0.772,1.346,0.048,0.176,0.406,0.868,0.068,0.565,0.893,9.4,0.561,0.309
"3740","FHN","004737",2014-12-31,0.772,1.432,0.048,0.176,0.406,0.868,0.068,0.565,0.893,9.4,0.561,0.309
"3741","FHN","004737",2015-01-31,0.772,1.37,0.048,0.176,0.406,0.868,0.068,0.565,0.893,9.4,0.561,0.309
"3742","FHN","004737",2015-02-28,0.692,1.521,0.045,0.174,0.45,0.814,0.117,0.483,0.899,10.055,0.55,0.283
"3743","FHN","004737",2015-03-31,0.692,1.519,0.045,0.174,0.45,0.814,0.117,0.483,0.899,10.055,0.55,0.283
"3744","FHN","004737",2015-04-30,0.692,1.512,0.045,0.174,0.45,0.814,0.117,0.483,0.899,10.055,0.55,0.283
"3745","FHN","004737",2015-05-31,0.632,1.635,0.046,0.08,0.413,0.838,0.076,0.542,0.896,9.748,0.545,0.297
"3746","FHN","004737",2015-06-30,0.632,1.736,0.046,0.08,0.413,0.838,0.076,0.542,0.896,9.748,0.545,0.297
"3747","FHN","004737",2015-07-31,0.632,1.759,0.046,0.08,0.413,0.838,0.076,0.542,0.896,9.748,0.545,0.297
"3748","FHN","004737",2015-08-31,0.58,1.599,0.046,0.058,0.418,0.756,0.077,0.486,0.898,9.989,0.557,0.301
"3749","FHN","004737",2015-09-30,0.58,1.56,0.046,0.058,0.418,0.756,0.077,0.486,0.898,9.989,0.557,0.301
"3750","FHN","004737",2015-10-31,0.58,1.648,0.046,0.058,0.418,0.756,0.077,0.486,0.898,9.989,0.557,0.301
"3751","FHN","004737",2012-07-31,0.907,0.861,0.057,0.071,0.506,0.912,0.062,0.477,0.893,9.405,0.674,0.314
"3752","FHN","004737",2012-08-31,1.031,1.005,0.055,-0.017,0.505,0.952,0.063,0.5,0.895,9.635,0.672,0.313
"3753","FHN","004737",2016-01-31,0.659,1.387,0.044,0.07,0.414,0.68,0.082,0.436,0.9,10.196,0.545,0.297
"3754","FHN","004737",2016-02-29,0.649,1.271,0.044,0.069,0.312,0.609,0.069,0.528,0.899,10.049,0.532,0.337
"3755","FHN","004737",2016-03-31,0.649,1.364,0.044,0.069,0.312,0.609,0.069,0.528,0.899,10.049,0.532,0.337
"3756","FHN","004737",2016-04-30,0.649,1.456,0.044,0.069,0.312,0.609,0.069,0.528,0.899,10.049,0.532,0.337
"3757","FHN","004737",2016-05-31,0.739,1.504,0.045,0.166,0.365,0.61,0.074,0.447,0.9,10.154,0.551,0.324
"3758","FHN","004737",2016-06-30,0.739,1.423,0.045,0.166,0.365,0.61,0.074,0.447,0.9,10.154,0.551,0.324
